GUID,GEOGDESC,Population,PC_Yes,PC_No,PC_NS,Int_Broadband,Int_Other,Int_No,Int_NS,Households,Prop_PC,Prop_Broadband
2AE196291CA413A3E055000000000001,Stillorgan-Mount Merrion,2383,678,113,18,712,12,72,13,809,83.80716934,88.00988875
2AE196291CA513A3E055000000000001,Stillorgan-Priory,2195,697,118,20,747,15,56,17,835,83.47305389,89.46107784
2AE196291CE913A3E055000000000001,Tibradden,1111,224,35,1,234,11,12,3,260,86.15384615,90
2AE19629229D13A3E055000000000001,Athy East Urban,3910,920,511,89,1040,100,310,70,1520,60.52631579,68.42105263
2AE19629223C13A3E055000000000001,Athy West Urban,2971,566,515,55,662,82,353,39,1136,49.82394366,58.27464789
2AE19629225B13A3E055000000000001,Naas Urban,21597,5688,1353,140,6157,255,662,107,7181,79.20902381,85.74014761
2AE19629223B13A3E055000000000001,Athy Rural,3834,888,389,44,999,86,195,41,1321,67.22180167,75.62452687
2AE19629223D13A3E055000000000001,Ballaghmoon,203,50,25,3,42,14,21,1,78,64.1025641,53.84615385
2AE19629224813A3E055000000000001,Ballitore,1133,250,138,8,251,48,88,9,396,63.13131313,63.38383838
2AE19629224913A3E055000000000001,Ballybrackan,614,134,74,5,142,19,47,5,213,62.91079812,66.66666667
2AE19629225913A3E055000000000001,Ballyshannon,1789,416,108,16,279,150,93,18,540,77.03703704,51.66666667
2AE19629226513A3E055000000000001,Belan,266,69,26,1,59,13,22,2,96,71.875,61.45833333
2AE19629226613A3E055000000000001,Bert,167,37,25,3,36,7,19,3,65,56.92307692,55.38461538
2AE19629227313A3E055000000000001,Burtown,413,101,40,2,72,37,32,2,143,70.62937063,50.34965035
2AE19629228C13A3E055000000000001,Carrigeen,624,151,56,8,122,37,51,5,215,70.23255814,56.74418605
2AE19629228D13A3E055000000000001,Castledermot,1637,373,213,13,385,61,138,15,599,62.27045075,64.27378965
2AE19629229813A3E055000000000001,Churchtown,528,114,63,0,95,26,54,2,177,64.40677966,53.67231638
2AE1962922C113A3E055000000000001,Dunmanoge,479,107,40,9,106,17,23,10,156,68.58974359,67.94871795
2AE1962921FB13A3E055000000000001,Fontstown,410,91,34,5,52,44,30,4,130,70,40
2AE1962921FD13A3E055000000000001,Graney,775,191,70,4,166,31,64,4,265,72.0754717,62.64150943
2AE19629220413A3E055000000000001,Grangemellon,624,139,67,8,136,20,52,6,214,64.95327103,63.55140187
2AE19629220513A3E055000000000001,Harristown,477,97,47,4,97,18,25,8,148,65.54054054,65.54054054
2AE19629220613A3E055000000000001,Inchaquire,231,55,20,2,25,33,18,1,77,71.42857143,32.46753247
2AE19629220713A3E055000000000001,Johnstown,172,40,20,1,41,3,15,2,61,65.57377049,67.21311475
2AE19629221113A3E055000000000001,Kilberry,634,97,94,12,83,35,70,15,203,47.78325123,40.88669951
2AE19629220813A3E055000000000001,Kildangan,742,180,44,7,184,15,25,7,231,77.92207792,79.65367965
2AE19629220A13A3E055000000000001,Kilkea,392,81,48,4,70,21,38,4,133,60.90225564,52.63157895
2AE19629222313A3E055000000000001,Kilrush,677,150,49,4,116,45,35,7,203,73.89162562,57.14285714
2AE19629222C13A3E055000000000001,Lackagh,859,183,64,11,146,45,57,10,258,70.93023256,56.58914729
2AE19629224C13A3E055000000000001,Monasterevin,4897,1030,585,66,1174,126,331,50,1681,61.27305175,69.83938132
2AE19629224D13A3E055000000000001,Moone,487,115,45,1,104,30,27,0,161,71.42857143,64.59627329
2AE19629225C13A3E055000000000001,Narraghmore,823,168,66,5,123,56,58,2,239,70.29288703,51.46443515
2AE19629226913A3E055000000000001,Nurney,1081,236,90,5,258,21,45,7,331,71.29909366,77.94561934
2AE19629227713A3E055000000000001,Quinsborough,160,36,14,1,29,9,11,2,51,70.58823529,56.8627451
2AE19629228413A3E055000000000001,Skerries,660,137,84,1,82,64,73,3,222,61.71171171,36.93693694
2AE19629226413A3E055000000000001,Balraheen,2403,464,141,22,418,74,109,26,627,74.00318979,66.66666667
2AE19629228E13A3E055000000000001,Celbridge,15653,4087,829,91,4395,166,382,64,5007,81.62572399,87.77711204
2AE19629229A13A3E055000000000001,Cloncurry,1571,354,108,8,262,112,90,6,470,75.31914894,55.74468085
2AE1962922A513A3E055000000000001,Donadea,793,210,45,7,191,29,38,4,262,80.15267176,72.90076336
2AE1962922A613A3E055000000000001,Donaghcumper,6257,1698,335,47,1793,96,149,42,2080,81.63461538,86.20192308
2AE19629221213A3E055000000000001,Kilcock,6930,1650,479,43,1845,91,199,37,2172,75.96685083,84.94475138
2AE19629223E13A3E055000000000001,Leixlip,15576,4248,861,123,4642,131,352,107,5232,81.19266055,88.72324159
2AE19629224013A3E055000000000001,Maynooth,15998,4021,879,142,4352,235,334,121,5042,79.75009917,86.31495438
2AE19629228F13A3E055000000000001,Straffan,2035,507,122,25,496,54,82,22,654,77.52293578,75.84097859
2AE19629224B13A3E055000000000001,Ballynadrumny,576,128,72,8,127,23,53,5,208,61.53846154,61.05769231
2AE19629227413A3E055000000000001,Cadamstown,1414,323,111,8,302,53,79,8,442,73.07692308,68.32579186
2AE19629227513A3E055000000000001,Carbury,1913,400,198,13,393,55,152,11,611,65.46644845,64.3207856
2AE19629228113A3E055000000000001,Carrick,290,69,22,1,41,27,23,1,92,75,44.56521739
2AE1962922A413A3E055000000000001,Cloncurry,399,101,23,3,77,29,18,3,127,79.52755906,60.62992126
2AE1962922B113A3E055000000000001,Drehid,270,58,23,2,52,12,17,2,83,69.87951807,62.65060241
2AE1962922C013A3E055000000000001,Dunfierth,733,178,58,3,146,37,56,0,239,74.47698745,61.08786611
