GUID,GEOGDESC,Population,PC_Yes,PC_No,PC_NS,Int_Broadband,Int_Other,Int_No,Int_NS,Households,Prop_PC,Prop_Broadband
2AE1962918CB13A3E055000000000001,Ballinrobe,3770,927,444,35,963,113,304,26,1406,65.93172119,68.49217639
2AE1962918F013A3E055000000000001,Baile Óbha,206,52,25,4,32,22,25,2,81,64.19753086,39.50617284
2AE19629192E13A3E055000000000001,Burriscarra,423,98,45,5,96,10,36,6,148,66.21621622,64.86486486
2AE19629193C13A3E055000000000001,An Cheapaigh Dhuibh,372,87,44,5,60,34,38,4,136,63.97058824,44.11764706
2AE19629196513A3E055000000000001,Cong,864,208,77,6,190,27,69,5,291,71.47766323,65.29209622
2AE19629196D13A3E055000000000001,Coonard,272,67,45,4,44,23,45,4,116,57.75862069,37.93103448
2AE1962918D013A3E055000000000001,Dalgan,1117,266,131,12,247,50,103,9,409,65.03667482,60.39119804
2AE19629190D13A3E055000000000001,Hollymount,799,154,115,3,115,50,103,4,272,56.61764706,42.27941176
2AE19629190E13A3E055000000000001,Houndswood,646,156,81,4,149,22,65,5,241,64.73029046,61.82572614
2AE19629192213A3E055000000000001,Kilcommon,663,157,85,7,109,60,74,6,249,63.05220884,43.7751004
2AE19629195A13A3E055000000000001,Kilmaine,960,210,131,6,208,36,101,2,347,60.51873199,59.94236311
2AE19629185113A3E055000000000001,Neale,786,189,86,3,161,45,69,3,278,67.98561151,57.91366906
2AE19629185B13A3E055000000000001,Newbrook,521,121,62,5,111,23,50,4,188,64.36170213,59.04255319
2AE19629185E13A3E055000000000001,Abhainn Bhrain,200,41,55,0,28,16,52,0,96,42.70833333,29.16666667
2AE19629186913A3E055000000000001,Partraí,561,153,51,2,145,20,40,1,206,74.27184466,70.38834951
2AE19629187613A3E055000000000001,Roslee,432,109,43,2,110,12,30,2,154,70.77922078,71.42857143
2AE19629188113A3E055000000000001,Shrule,1159,284,108,14,235,74,84,13,406,69.95073892,57.8817734
2AE19629195513A3E055000000000001,An Geata Mór Thuaidh,939,190,158,10,180,48,119,11,358,53.0726257,50.27932961
2AE19629195413A3E055000000000001,An Geata Mór Theas,980,174,141,15,130,59,127,14,330,52.72727273,39.39393939
2AE1962918FB13A3E055000000000001,Bangor,467,103,80,3,95,31,59,1,186,55.37634409,51.07526882
2AE1962918FC13A3E055000000000001,Barr Rúscaí,100,19,24,0,12,8,23,0,43,44.18604651,27.90697674
2AE19629190B13A3E055000000000001,Béal an Mhuirthead,1954,409,260,32,401,78,194,28,701,58.34522111,57.20399429
2AE1962918F313A3E055000000000001,Gleann na Muaidhe,215,41,36,3,32,15,29,4,80,51.25,40
2AE1962918F413A3E055000000000001,Gleann Chaisil,493,103,72,5,101,25,48,6,180,57.22222222,56.11111111
3576C5999AEE4152E0530100007F0280,Glenco / Sheskin,91,21,19,0,13,9,18,0,40,52.5,32.5
2AE1962918FF13A3E055000000000001,Guala Mhór,135,27,20,5,26,9,14,3,52,51.92307692,50
2AE19629198513A3E055000000000001,Cnoc an Daimh,337,67,62,2,45,24,57,5,131,51.14503817,34.35114504
2AE19629198613A3E055000000000001,Cnoc na Lobhar,757,148,135,5,148,25,110,5,288,51.38888889,51.38888889
2AE19629184513A3E055000000000001,Moing na Bó,241,55,56,3,42,17,52,3,114,48.24561404,36.84210526
2AE19629184613A3E055000000000001,Na Monga,221,45,39,3,48,2,33,4,87,51.72413793,55.17241379
2AE19629186A13A3E055000000000001,Cnoc na Ráithe,712,135,151,5,126,36,119,10,291,46.39175258,43.29896907
2AE19629194413A3E055000000000001,Addergoole,837,213,85,3,208,29,63,1,301,70.7641196,69.10299003
2AE19629197413A3E055000000000001,Balla,1556,421,178,5,424,48,122,10,604,69.70198675,70.1986755
2AE19629197F13A3E055000000000001,Ballinafad,589,144,56,6,141,13,47,5,206,69.90291262,68.44660194
2AE1962918D913A3E055000000000001,Ballyhean,588,145,57,0,132,27,43,0,202,71.78217822,65.34653465
2AE1962918E613A3E055000000000001,Ballynagoraher,354,71,50,0,55,15,50,1,121,58.67768595,45.45454545
2AE19629190A13A3E055000000000001,Bellavary,1038,258,110,6,245,32,92,5,374,68.98395722,65.50802139
2AE19629191513A3E055000000000001,Breaghwy,1833,434,126,18,441,29,92,16,578,75.08650519,76.29757785
2AE19629192D13A3E055000000000001,Burren,312,65,46,4,48,23,40,4,115,56.52173913,41.73913043
2AE19629194813A3E055000000000001,Castlebar Rural,7308,2039,639,64,2092,199,389,62,2742,74.36177972,76.29467542
2AE19629195713A3E055000000000001,Clogher,551,121,70,4,113,28,47,7,195,62.05128205,57.94871795
2AE19629196313A3E055000000000001,Cloonkeen,795,199,78,7,179,35,62,8,284,70.07042254,63.02816901
2AE19629197713A3E055000000000001,Croaghmoyle,172,43,19,2,22,24,16,2,64,67.1875,34.375
2AE19629194B13A3E055000000000001,Killavally,485,117,45,5,116,17,28,6,167,70.05988024,69.46107784
2AE19629182E13A3E055000000000001,Manulla,985,253,62,8,235,36,44,8,323,78.32817337,72.75541796
2AE19629186813A3E055000000000001,Pontoon,486,108,56,5,77,35,49,8,169,63.90532544,45.56213018
2AE19629189913A3E055000000000001,Strade,602,138,74,7,123,22,67,7,219,63.01369863,56.16438356
2AE1962918A313A3E055000000000001,Tamhnaigh na Graí,352,88,34,6,77,15,33,3,128,68.75,60.15625
2AE1962918B013A3E055000000000001,Turlough,1446,366,106,12,347,50,78,9,484,75.61983471,71.69421488
2AE1962918CA13A3E055000000000001,Ballindine,823,202,94,9,202,26,71,6,305,66.2295082,66.2295082
2AE1962918D813A3E055000000000001,Ballyhaunis,3057,672,360,24,667,111,258,20,1056,63.63636364,63.16287879
2AE1962918E513A3E055000000000001,Ballyhowly,438,120,47,5,110,22,36,4,172,69.76744186,63.95348837
2AE19629190813A3E055000000000001,Bekan,744,181,88,4,172,20,74,7,273,66.3003663,63.003663
2AE19629194613A3E055000000000001,Caraun,367,84,45,5,76,15,42,1,134,62.68656716,56.71641791
2AE19629195613A3E055000000000001,Claremorris,4308,1093,481,24,1159,124,300,15,1598,68.3979975,72.5281602
2AE19629196213A3E055000000000001,Cloghermore,161,41,19,1,36,7,17,1,61,67.21311475,59.01639344
2AE19629196F13A3E055000000000001,Course,415,112,38,5,107,13,30,5,155,72.25806452,69.03225806
2AE19629197913A3E055000000000001,Crossboyne,580,144,54,3,139,9,48,5,201,71.64179104,69.15422886
2AE1962918CF13A3E055000000000001,Culnacleha,460,106,61,3,106,16,46,2,170,62.35294118,62.35294118
2AE1962918F213A3E055000000000001,Garrymore,460,96,71,3,85,31,52,2,170,56.47058824,50
2AE19629192113A3E055000000000001,Kilcolman,459,102,47,4,95,23,31,4,153,66.66666667,62.09150327
2AE19629197113A3E055000000000001,Kilvine,621,153,86,9,132,33,76,7,248,61.69354839,53.22580645
2AE19629197C13A3E055000000000001,Knock North,972,254,128,23,249,24,113,19,405,62.71604938,61.48148148
2AE19629198413A3E055000000000001,Knock South,748,168,95,18,152,26,89,14,281,59.78647687,54.09252669
2AE1962918D513A3E055000000000001,Loughanboy,335,82,43,5,71,14,42,3,130,63.07692308,54.61538462
2AE19629183813A3E055000000000001,Mayo,447,108,56,7,89,28,49,5,171,63.15789474,52.04678363
2AE19629185013A3E055000000000001,Murneen,356,96,44,5,69,28,47,1,145,66.20689655,47.5862069
2AE19629189B13A3E055000000000001,Tagheen,168,38,25,0,34,7,22,0,63,60.31746032,53.96825397
2AE19629195213A3E055000000000001,Aghamore,618,136,88,1,110,37,76,2,225,60.44444444,48.88888889
2AE19629198013A3E055000000000001,Ballinamore,354,75,32,2,69,12,25,3,109,68.80733945,63.30275229
2AE19629190C13A3E055000000000001,Bohola,310,82,35,3,83,9,27,1,120,68.33333333,69.16666667
2AE19629191413A3E055000000000001,Brackloon,638,156,67,5,134,32,54,8,228,68.42105263,58.77192982
2AE19629193B13A3E055000000000001,Callow,397,91,52,8,82,17,43,9,151,60.26490066,54.30463576
2AE19629196413A3E055000000000001,Cloonmore,438,103,85,5,73,39,76,5,193,53.36787565,37.8238342
2AE19629196C13A3E055000000000001,Coolnaha,511,125,53,3,90,33,55,3,181,69.06077348,49.72375691
2AE19629198313A3E055000000000001,Cuildoo,349,80,50,5,63,27,41,4,135,59.25925926,46.66666667
2AE1962918DA13A3E055000000000001,Doocastle,366,76,70,5,60,20,65,6,151,50.33112583,39.73509934
2AE19629191713A3E055000000000001,Kilbeagh,1006,255,134,22,243,37,102,29,411,62.04379562,59.12408759
2AE19629193E13A3E055000000000001,Kilkelly,911,228,127,7,219,31,108,4,362,62.98342541,60.49723757
2AE19629194C13A3E055000000000001,Killedan,693,177,75,4,155,29,67,5,256,69.140625,60.546875
2AE19629196613A3E055000000000001,Kilmovee,654,149,103,5,88,69,96,4,257,57.9766537,34.24124514
2AE19629197013A3E055000000000001,Kiltamagh,1424,433,171,16,380,73,151,16,620,69.83870968,61.29032258
2AE19629183913A3E055000000000001,Meelick,565,135,69,3,126,27,50,4,207,65.2173913,60.86956522
2AE19629188D13A3E055000000000001,Sonnagh,1166,270,135,21,251,49,106,20,426,63.38028169,58.92018779
2AE19629189A13A3E055000000000001,Swineford,2527,607,362,32,628,75,276,22,1001,60.63936064,62.73726274
2AE1962918A413A3E055000000000001,Toocananagh,428,97,59,2,94,17,45,2,158,61.39240506,59.49367089
2AE1962918A513A3E055000000000001,Toomore,1591,424,204,16,414,56,161,13,644,65.83850932,64.28571429
2AE1962918AF13A3E055000000000001,Tumgesh,366,81,54,3,64,21,47,6,138,58.69565217,46.37681159
2AE1962918B113A3E055000000000001,Urlaur,494,129,80,5,93,43,71,7,214,60.28037383,43.45794393
2AE19629193A13A3E055000000000001,Acaill,845,202,151,3,185,35,133,3,356,56.74157303,51.96629213
2AE19629194513A3E055000000000001,Aghagower North,1008,251,75,6,230,41,56,5,332,75.60240964,69.27710843
2AE19629195113A3E055000000000001,Aghagower South,108,18,25,3,16,8,19,3,46,39.13043478,34.7826087
2AE19629195313A3E055000000000001,Aillemore,355,82,47,3,70,21,38,3,132,62.12121212,53.03030303
2AE1962918CD13A3E055000000000001,Ballycroy North,303,43,66,6,35,14,63,3,115,37.39130435,30.43478261
2AE1962918CE13A3E055000000000001,Ballycroy South,333,57,62,4,37,24,58,4,123,46.34146341,30.08130081
2AE19629194A13A3E055000000000001,Clare Island,210,47,27,2,47,5,23,1,76,61.84210526,61.84210526
2AE19629195813A3E055000000000001,Clogher,873,208,81,8,189,38,61,9,297,70.03367003,63.63636364
2AE19629196E13A3E055000000000001,An Corrán,673,154,118,5,138,38,96,5,277,55.59566787,49.81949458
2AE19629197813A3E055000000000001,Croaghpatrick,578,160,58,0,159,23,36,0,218,73.39449541,72.93577982
2AE1962918D313A3E055000000000001,Derryloughan,690,185,56,10,163,26,55,7,251,73.70517928,64.94023904
2AE1962918DB13A3E055000000000001,Dumha Éige,623,129,98,7,99,47,79,9,234,55.12820513,42.30769231
2AE1962918DC13A3E055000000000001,Drummin,181,39,31,1,27,13,31,0,71,54.92957746,38.02816901
2AE1962918E713A3E055000000000001,Emlagh,325,89,35,3,83,10,29,5,127,70.07874016,65.35433071
2AE1962918E813A3E055000000000001,Erriff,122,22,13,3,22,2,13,1,38,57.89473684,57.89473684
2AE1962918FE13A3E055000000000001,Glenhest,248,53,38,1,35,20,34,3,92,57.60869565,38.04347826
2AE19629191613A3E055000000000001,Islandeady,1001,227,120,10,181,73,95,8,357,63.58543417,50.70028011
2AE19629193D13A3E055000000000001,Kilgeever,108,20,24,1,16,6,23,0,45,44.44444444,35.55555556
2AE19629195913A3E055000000000001,Kilmaclasser,639,134,63,0,102,46,48,1,197,68.02030457,51.77664975
2AE19629195B13A3E055000000000001,Kilmeena,1512,394,119,5,337,86,88,7,518,76.06177606,65.05791506
2AE19629196713A3E055000000000001,Kilsallagh,531,140,56,0,128,22,44,2,196,71.42857143,65.30612245
2AE19629197B13A3E055000000000001,Knappagh,766,187,83,3,168,40,59,6,273,68.4981685,61.53846154
2AE19629182D13A3E055000000000001,Louisburgh,958,249,124,8,238,38,98,7,381,65.35433071,62.4671916
2AE19629185C13A3E055000000000001,Newport East,1164,304,130,16,291,44,99,16,450,67.55555556,64.66666667
2AE19629185D13A3E055000000000001,Newport West,810,181,118,3,145,52,101,4,302,59.93377483,48.01324503
3576C5999BB44152E0530100007F0280,Owennadornaun / Bundorragha,180,31,16,0,27,8,12,0,47,65.95744681,57.44680851
2AE19629188B13A3E055000000000001,Slievemahanagh,454,95,49,3,87,19,37,4,147,64.62585034,59.18367347
2AE19629188C13A3E055000000000001,Slievemore,991,259,153,10,212,75,129,6,422,61.37440758,50.23696682
2AE19629189813A3E055000000000001,Srahmore,142,35,20,2,23,6,25,3,57,61.40350877,40.35087719
2AE1962918BA13A3E055000000000001,Westport Rural,1521,432,102,6,396,62,75,7,540,80,73.33333333
2AE196291AA813A3E055000000000001,Athlone West Rural,4978,1226,473,42,1309,152,233,47,1741,70.41929925,75.18667433
2AE196291AC913A3E055000000000001,Ballydangan,720,160,74,10,124,53,60,7,244,65.57377049,50.81967213
2AE196291AD613A3E055000000000001,Ballynamona,506,113,54,7,90,29,51,4,174,64.94252874,51.72413793
2AE196291AF113A3E055000000000001,Caltragh,260,54,28,3,42,17,25,1,85,63.52941176,49.41176471
2AE196291AFD13A3E055000000000001,Carnagh,809,162,81,7,173,19,54,4,250,64.8,69.2
2AE196291A3913A3E055000000000001,Carrowreagh,525,112,58,7,63,50,54,10,177,63.27683616,35.59322034
2AE196291A4713A3E055000000000001,Castlesampson,413,81,53,2,38,41,54,3,136,59.55882353,27.94117647
2AE196291A4913A3E055000000000001,Cloonburren,231,46,23,2,19,27,24,1,71,64.78873239,26.76056338
2AE1962919A213A3E055000000000001,Cloonown,268,55,27,6,36,21,25,6,88,62.5,40.90909091
2AE1962919BB13A3E055000000000001,Crannagh,1171,288,84,8,271,35,67,7,380,75.78947368,71.31578947
2AE1962919C613A3E055000000000001,Creagh,998,249,102,6,208,58,82,9,357,69.74789916,58.26330532
2AE1962919DC13A3E055000000000001,Culliagh,208,48,26,4,36,19,19,4,78,61.53846154,46.15384615
2AE1962919DF13A3E055000000000001,Drumlosh,336,83,39,1,77,11,35,0,123,67.4796748,62.60162602
2AE1962919E813A3E055000000000001,Dysart,243,54,35,2,30,22,37,2,91,59.34065934,32.96703297
2AE196291A1713A3E055000000000001,Kilcar,362,81,42,3,68,21,34,3,126,64.28571429,53.96825397
2AE19629199A13A3E055000000000001,Kiltoom,1630,405,96,17,396,27,81,14,518,78.18532819,76.44787645
2AE1962919A413A3E055000000000001,Lecarrow,334,79,34,2,71,17,24,3,115,68.69565217,61.73913043
2AE1962919BC13A3E055000000000001,Moore,308,65,43,1,44,23,39,3,109,59.63302752,40.36697248
2AE1962919C913A3E055000000000001,Rockhill,410,94,46,1,84,13,41,3,141,66.66666667,59.57446809
2AE1962919E913A3E055000000000001,Taghboy,513,95,76,4,65,43,63,4,175,54.28571429,37.14285714
2AE1962919EA13A3E055000000000001,Taghmaconnell,271,55,34,3,26,28,33,5,92,59.7826087,28.26086957
2AE1962919EC13A3E055000000000001,Thomastown,736,178,68,3,143,51,51,4,249,71.48594378,57.42971888
2AE196291A0513A3E055000000000001,Turrock,334,74,42,0,47,29,38,2,116,63.79310345,40.51724138
2AE196291A8613A3E055000000000001,Aghafin,142,32,24,1,31,3,20,3,57,56.14035088,54.38596491
2AE196291AA913A3E055000000000001,Aughrim East,222,51,28,2,37,19,22,3,81,62.96296296,45.67901235
2AE196291AB213A3E055000000000001,Aughrim West,172,40,24,2,34,8,23,1,66,60.60606061,51.51515152
2AE196291ACA13A3E055000000000001,Ballyfarnan,234,59,43,1,64,4,34,1,103,57.2815534,62.13592233
2AE196291ACB13A3E055000000000001,Ballyfermoyle,164,38,26,2,28,14,23,1,66,57.57575758,42.42424242
2AE196291AE313A3E055000000000001,Boyle Rural,1599,424,155,13,443,36,103,10,592,71.62162162,74.83108108
2AE196291AE413A3E055000000000001,Boyle Urban,1501,338,310,10,360,60,230,8,658,51.36778116,54.7112462
2AE196291AE513A3E055000000000001,Breedoge,241,50,42,5,43,15,33,6,97,51.54639175,44.32989691
2AE1962919A313A3E055000000000001,Cloonteen,274,77,30,1,74,7,25,2,108,71.2962963,68.51851852
2AE1962919C713A3E055000000000001,Creeve,120,27,21,1,24,4,20,1,49,55.10204082,48.97959184
2AE1962919D213A3E055000000000001,Croghan,379,101,40,1,97,11,32,2,142,71.12676056,68.30985915
2AE1962919D313A3E055000000000001,Crossna,187,53,21,3,43,12,19,3,77,68.83116883,55.84415584
2AE1962919DD13A3E055000000000001,Danesfort,827,235,90,2,240,23,62,2,327,71.86544343,73.39449541
2AE196291A0013A3E055000000000001,Estersnow,87,22,15,1,17,6,14,1,38,57.89473684,44.73684211
2AE196291A0D13A3E055000000000001,Keadew,535,106,46,5,98,11,45,3,157,67.51592357,62.42038217
2AE196291A1613A3E055000000000001,Kilbryan,325,94,24,3,80,20,17,4,121,77.68595041,66.11570248
2AE196291A1813A3E055000000000001,Kilcolagh,148,40,22,0,39,5,18,0,62,64.51612903,62.90322581
2AE196291A2F13A3E055000000000001,Killukin,274,72,21,0,65,11,16,1,93,77.41935484,69.89247312
2AE196291A3113A3E055000000000001,Killummod,120,26,14,0,18,7,14,1,40,65,45
2AE19629199013A3E055000000000001,Kilmacumsy,310,83,35,1,66,20,29,4,119,69.74789916,55.46218487
2AE19629199113A3E055000000000001,Kilmore,178,43,24,0,40,10,17,0,67,64.17910448,59.70149254
3576C5999B404152E0530100007F0280,Lisgarve / Mantua,226,46,36,4,38,9,34,5,86,53.48837209,44.18604651
3576C5999B934152E0530100007F0280,Lough Allen / Altagowlan,276,58,62,3,61,7,55,0,123,47.15447154,49.59349593
2AE1962919BE13A3E055000000000001,Oakport,413,117,42,4,115,13,31,4,163,71.7791411,70.55214724
2AE1962919CA13A3E055000000000001,Rockingham,337,87,41,1,78,13,37,1,129,67.44186047,60.46511628
2AE1962919E013A3E055000000000001,Rushfield,376,97,43,4,89,15,36,4,144,67.36111111,61.80555556
2AE1962919F613A3E055000000000001,Tivannagh,259,71,28,1,63,10,25,2,100,71,63
2AE1962919F813A3E055000000000001,Tumna North,166,49,16,6,47,4,16,4,71,69.01408451,66.1971831
2AE196291A0413A3E055000000000001,Tumna South,191,51,27,2,47,11,19,3,80,63.75,58.75
2AE196291A9313A3E055000000000001,Artagh North,831,192,110,5,149,55,100,3,307,62.54071661,48.53420195
2AE196291A9C13A3E055000000000001,Artagh South,450,109,63,4,78,37,60,1,176,61.93181818,44.31818182
2AE196291AB313A3E055000000000001,Ballaghaderreen,2726,633,426,45,639,103,324,38,1104,57.33695652,57.88043478
2AE196291ABC13A3E055000000000001,Ballinlough,992,243,162,12,238,35,135,9,417,58.27338129,57.07434053
2AE196291ABD13A3E055000000000001,Ballintober,736,178,112,4,162,39,89,4,294,60.54421769,55.10204082
2AE196291AD713A3E055000000000001,Baslick,155,35,20,1,25,13,15,3,56,62.5,44.64285714
2AE196291AE213A3E055000000000001,Bellanagare,640,167,83,8,134,35,83,6,258,64.72868217,51.9379845
2AE196291AEF13A3E055000000000001,Buckill,334,81,47,5,59,30,43,1,133,60.90225564,44.36090226
2AE196291AFE13A3E055000000000001,Carrowduff,232,52,27,5,42,15,23,4,84,61.9047619,50
2AE196291A3A13A3E055000000000001,Castleplunket,519,120,68,6,113,22,55,4,194,61.8556701,58.24742268
2AE196291A3B13A3E055000000000001,Castlereagh,2971,638,427,22,640,79,351,17,1087,58.69365225,58.87764489
2AE196291A4813A3E055000000000001,Castleteheen,335,84,36,3,79,11,32,1,123,68.29268293,64.22764228
2AE1962919A113A3E055000000000001,Cloonfower,321,67,52,1,59,18,42,1,120,55.83333333,49.16666667
2AE1962919BA13A3E055000000000001,Coolougher,503,117,72,3,106,26,58,2,192,60.9375,55.20833333
2AE1962919F313A3E055000000000001,Edmondstown,418,104,57,4,90,14,57,4,165,63.03030303,54.54545455
2AE196291A0113A3E055000000000001,Fairymount,313,78,50,1,65,14,49,1,129,60.46511628,50.3875969
2AE196291A0213A3E055000000000001,Frenchpark,897,208,125,13,205,30,101,10,346,60.11560694,59.24855491
2AE19629199B13A3E055000000000001,Kiltullagh,1061,251,152,12,242,49,116,8,415,60.48192771,58.31325301
2AE1962919B213A3E055000000000001,Loughglinn,689,166,121,1,151,32,104,1,288,57.63888889,52.43055556
2AE196291A9213A3E055000000000001,Annaghmore,295,77,37,5,75,7,35,2,119,64.70588235,63.02521008
2AE196291A9D13A3E055000000000001,Athleague East,447,114,51,1,102,21,43,0,166,68.6746988,61.44578313
2AE196291AA713A3E055000000000001,Athleague West,536,136,82,5,137,15,67,4,223,60.98654709,61.43497758
2AE196291AD513A3E055000000000001,Ballygarden,194,55,22,2,49,13,16,1,79,69.62025316,62.02531646
2AE196291AF013A3E055000000000001,Bumlin,472,111,57,1,95,34,38,2,169,65.68047337,56.21301775
2AE196291AFC13A3E055000000000001,Cams,471,99,43,1,76,25,42,0,143,69.23076923,53.14685315
2AE196291A4A13A3E055000000000001,Cloonfinlough,174,39,32,2,32,10,27,4,73,53.42465753,43.83561644
2AE1962919AE13A3E055000000000001,Cloontuskert,1273,337,145,7,327,45,108,9,489,68.91615542,66.87116564
2AE1962919AF13A3E055000000000001,Cloonygormican,455,103,52,4,94,12,49,4,159,64.77987421,59.11949686
2AE1962919B013A3E055000000000001,Cloonyquin,264,62,38,1,48,12,37,4,101,61.38613861,47.52475248
2AE1962919C813A3E055000000000001,Creeve,162,41,25,1,37,4,24,2,67,61.19402985,55.2238806
2AE1962919D113A3E055000000000001,Cregga,155,40,15,1,33,7,14,2,56,71.42857143,58.92857143
2AE1962919DE13A3E055000000000001,Drumdaff,445,113,54,1,67,43,57,1,168,67.26190476,39.88095238
2AE1962919E713A3E055000000000001,Dunamon,332,71,43,1,73,7,34,1,115,61.73913043,63.47826087
2AE1962919F413A3E055000000000001,Elia,135,26,23,4,18,6,25,4,53,49.05660377,33.96226415
2AE1962919F513A3E055000000000001,Elphin,764,167,140,11,188,19,101,10,318,52.51572327,59.11949686
2AE196291A0313A3E055000000000001,Fuerty,700,170,98,3,156,39,72,4,271,62.73062731,57.56457565
2AE196291A0E13A3E055000000000001,Kilbride North,407,92,52,3,91,14,40,2,147,62.58503401,61.9047619
2AE196291A0F13A3E055000000000001,Kilbride South,388,82,57,3,76,22,41,3,142,57.74647887,53.52112676
2AE196291A2313A3E055000000000001,Kilgefin,318,63,44,5,43,24,41,4,112,56.25,38.39285714
2AE196291A2413A3E055000000000001,Kilglass North,435,117,56,6,102,19,55,3,179,65.36312849,56.98324022
2AE196291A2513A3E055000000000001,Kilglass South,313,83,39,1,66,19,38,0,123,67.4796748,53.65853659
2AE196291A2E13A3E055000000000001,Killavackan,208,46,32,3,44,9,24,4,81,56.79012346,54.32098765
2AE196291A3013A3E055000000000001,Killukin,193,46,31,1,41,13,23,1,78,58.97435897,52.56410256
2AE19629199213A3E055000000000001,Kilteevan,529,119,54,4,101,25,46,5,177,67.23163842,57.06214689
2AE19629199C13A3E055000000000001,Lackan,368,78,35,2,54,24,35,2,115,67.82608696,46.95652174
2AE1962919A613A3E055000000000001,Lismaha,356,83,46,3,67,20,43,2,132,62.87878788,50.75757576
2AE1962919A713A3E055000000000001,Lissonuffy,169,41,21,1,25,19,17,2,63,65.07936508,39.68253968
2AE1962919BD13A3E055000000000001,Mote,944,233,87,3,227,28,66,2,323,72.13622291,70.27863777
2AE1962919BF13A3E055000000000001,Ogulla,340,83,47,2,81,15,35,1,132,62.87878788,61.36363636
2AE1962919CB13A3E055000000000001,Roosky,708,176,84,6,170,26,64,6,266,66.16541353,63.90977444
2AE1962919D413A3E055000000000001,Roscommon Rural,4929,1201,438,35,1223,111,308,32,1674,71.74432497,73.05854241
2AE1962919D513A3E055000000000001,Roscommon Urban,1723,424,293,27,422,63,237,22,744,56.98924731,56.72043011
2AE1962919D613A3E055000000000001,Rosmoylan,164,42,20,0,32,12,18,0,62,67.74193548,51.61290323
2AE1962919D713A3E055000000000001,Rossmore,168,36,24,2,36,5,17,4,62,58.06451613,58.06451613
2AE1962919E113A3E055000000000001,Scregg,512,118,57,6,115,21,40,5,181,65.19337017,63.5359116
2AE1962919E213A3E055000000000001,Strokestown,1036,264,182,12,275,32,145,6,458,57.6419214,60.04366812
2AE1962919EB13A3E055000000000001,Termonbarry,778,191,96,6,153,63,72,5,293,65.18771331,52.21843003
2AE1962919F713A3E055000000000001,Tulsk,314,68,37,4,63,12,30,4,109,62.3853211,57.79816514
2AE1962919FC13A3E055000000000001,Sligo East,4998,1189,744,77,1314,145,485,66,2010,59.15422886,65.37313433
2AE1962919FB13A3E055000000000001,Sligo North,5222,998,703,103,1128,163,428,85,1804,55.32150776,62.52771619
2AE1962919C513A3E055000000000001,Sligo West,7219,1932,979,108,2107,176,642,94,3019,63.99470023,69.79132163
2AE196291A1113A3E055000000000001,Aghanagh,368,100,34,2,103,8,21,4,136,73.52941176,75.73529412
2AE196291A3213A3E055000000000001,Ballynashee,331,82,48,0,72,19,39,0,130,63.07692308,55.38461538
2AE1962919E413A3E055000000000001,Coolavin,456,108,59,6,86,35,44,8,173,62.42774566,49.71098266
2AE1962919ED13A3E055000000000001,Cuilmore,491,133,60,6,127,18,50,4,199,66.83417085,63.81909548
2AE196291A1213A3E055000000000001,Drumrat,530,123,60,3,120,10,51,5,186,66.12903226,64.51612903
2AE196291A1F13A3E055000000000001,Kilfree,538,126,94,1,130,17,72,2,221,57.01357466,58.82352941
2AE196291A2A13A3E055000000000001,Killadoon,277,58,40,2,47,20,29,4,100,58,47
2AE196291A3513A3E055000000000001,Killaraght,426,107,54,4,74,33,50,8,165,64.84848485,44.84848485
2AE19629198C13A3E055000000000001,Kilmactranny,320,91,34,0,73,19,31,2,125,72.8,58.4
2AE19629199313A3E055000000000001,Kilshalvy,300,60,50,2,59,6,44,3,112,53.57142857,52.67857143
2AE1962919C313A3E055000000000001,Shancough,123,34,14,0,17,16,13,2,48,70.83333333,35.41666667
2AE1962919E513A3E055000000000001,Templevanny,226,61,15,7,50,13,14,6,83,73.4939759,60.24096386
2AE1962919F213A3E055000000000001,Toomour,228,48,31,9,40,8,29,11,88,54.54545455,45.45454545
2AE196291A1A13A3E055000000000001,Aughris,163,34,29,4,25,13,26,3,67,50.74626866,37.31343284
2AE1962919A813A3E055000000000001,Buncrowey,286,58,52,5,59,11,43,2,115,50.43478261,51.30434783
2AE1962919C013A3E055000000000001,Castleconor East,214,39,44,1,31,16,36,1,84,46.42857143,36.9047619
2AE1962919C113A3E055000000000001,Castleconor West,1014,241,108,7,228,38,79,11,356,67.69662921,64.04494382
2AE1962919EE13A3E055000000000001,Dromard East,164,48,27,2,36,18,21,2,77,62.33766234,46.75324675
2AE1962919EF13A3E055000000000001,Dromard West,197,47,17,3,24,26,15,2,67,70.14925373,35.82089552
2AE1962919F913A3E055000000000001,Dromore,469,116,67,3,116,17,53,0,186,62.3655914,62.3655914
2AE196291A1313A3E055000000000001,Easky East,595,127,107,5,134,12,87,6,239,53.13807531,56.06694561
2AE196291A1C13A3E055000000000001,Easky West,677,160,97,4,153,15,86,7,261,61.30268199,58.62068966
2AE196291A2913A3E055000000000001,Kilglass,1604,432,194,12,436,53,138,11,638,67.71159875,68.33855799
2AE1962919B713A3E055000000000001,Rathmacurkey,564,111,87,4,95,19,82,6,202,54.95049505,47.02970297
2AE1962919C413A3E055000000000001,Skreen,167,41,17,0,33,11,14,0,58,70.68965517,56.89655172
2AE1962919DA13A3E055000000000001,Templeboy North,309,71,34,2,58,15,32,2,107,66.35514019,54.20560748
3576C5999C054152E0530100007F0280,Templeboy South / Mullagheruse,211,53,27,0,50,11,19,0,80,66.25,62.5
